Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,Power Ranking
1475,878,Cufant,Copperderm Pokémon,NULL,NULL,NULL,1.2,100.0,Steel,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NULL,NULL,Heavy Metal,Doubles the Pokémon's weight.,50.0,50.0,50,72,80,49,40,49,40,330,190,Medium Fast,1000000,Field,Mineral,25,NULL,NULL,F
1476,879,Copperajah,Copperderm Pokémon,NULL,NULL,NULL,3.0,650.0,Steel,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NULL,NULL,Heavy Metal,Doubles the Pokémon's weight.,50.0,50.0,50,122,130,69,80,69,30,500,90,Medium Fast,1000000,Field,Mineral,25,1475.0,Level 34,E
1531,879,Copperajah,Copperderm Pokémon,Gigantamax,1476.0,NULL,23.0,0.0,Steel,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NULL,NULL,Heavy Metal,Doubles the Pokémon's weight.,50.0,50.0,50,122,130,69,80,69,30,500,90,Medium Fast,1000000,Field,Mineral,25,NULL,NULL,S
1418,880,Dracozolt,Fossil Pokémon,NULL,NULL,NULL,1.8,190.0,Electric,Dragon,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,0.0,0.0,50,90,100,90,80,70,75,505,45,Slow,1250000,No Eggs Discovered,NULL,35,NULL,NULL,B
1420,881,Arctozolt,Fossil Pokémon,NULL,NULL,NULL,2.3,150.0,Electric,Ice,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,0.0,0.0,50,90,100,90,90,80,55,505,45,Slow,1250000,No Eggs Discovered,NULL,35,NULL,NULL,B
1419,882,Dracovish,Fossil Pokémon,NULL,NULL,NULL,2.3,215.0,Water,Dragon,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,0.0,0.0,50,90,90,100,70,80,75,505,45,Slow,1250000,No Eggs Discovered,NULL,35,NULL,NULL,S
1422,883,Arctovish,Fossil Pokémon,NULL,NULL,NULL,2.0,175.0,Water,Ice,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Ice Body,The Pokémon gradually regains HP in a snowstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,0.0,0.0,50,90,90,100,80,90,55,505,45,Slow,1250000,No Eggs Discovered,NULL,35,NULL,NULL,D
1424,884,Duraludon,Alloy Pokémon,NULL,NULL,NULL,1.8,40.0,Steel,Dragon,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,50.0,50.0,50,70,95,115,120,50,85,535,45,Medium Fast,1000000,Mineral,Dragon,30,NULL,NULL,D
1530,884,Duraludon,Alloy Pokémon,Gigantamax,1424.0,NULL,43.0,0.0,Steel,Dragon,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,50.0,50.0,50,70,95,115,120,50,85,535,45,Medium Fast,1000000,Mineral,Dragon,30,NULL,NULL,S
1472,885,Dreepy,Lingering Pokémon,NULL,NULL,NULL,0.5,2.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,50.0,50.0,50,28,60,30,40,30,82,270,45,Slow,1250000,Amorphous,Dragon,40,NULL,NULL,G
1473,886,Drakloak,Caretaker Pokémon,NULL,NULL,NULL,1.4,11.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,50.0,50.0,50,68,80,50,60,50,102,410,45,Slow,1250000,Amorphous,Dragon,40,1472.0,Level 50,F
1474,887,Dragapult,Stealth Pokémon,NULL,NULL,NULL,3.0,50.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,50.0,50.0,50,88,120,75,100,75,142,600,45,Slow,1250000,Amorphous,Dragon,40,1473.0,Level 60,A
1448,888,Zacian,Warrior Pokémon,NULL,NULL,Legendary,2.8,110.0,Fairy,NULL,Intrepid Sword,Boosts the Pokémon's Attack stat the first time the Pokémon enters a battle.,NULL,NULL,NULL,NULL,0.0,0.0,0,92,120,115,80,115,138,660,10,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1449,888,Zacian,Warrior Pokémon,Crowned,1448.0,Legendary,2.8,355.0,Fairy,Steel,Intrepid Sword,Boosts the Pokémon's Attack stat the first time the Pokémon enters a battle.,NULL,NULL,NULL,NULL,0.0,0.0,0,92,150,115,80,115,148,700,10,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1450,889,Zamazenta,Warrior Pokémon,NULL,NULL,Legendary,2.9,210.0,Fighting,NULL,Dauntless Shield,Boosts the Pokémon's Defense stat the first time the Pokémon enters a battle.,NULL,NULL,NULL,NULL,0.0,0.0,0,92,120,115,80,115,138,660,10,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1451,889,Zamazenta,Warrior Pokémon,Crowned,1450.0,Legendary,2.9,785.0,Fighting,Steel,Dauntless Shield,Boosts the Pokémon's Defense stat the first time the Pokémon enters a battle.,NULL,NULL,NULL,NULL,0.0,0.0,0,92,120,140,80,140,128,700,10,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1452,890,Eternatus,Gigantic Pokémon,NULL,NULL,Legendary,20.0,950.0,Poison,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,NULL,NULL,0.0,0.0,0,140,85,95,145,95,130,690,255,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1461,890,Eternatus,Gigantic Pokémon,Eternamax,1452.0,Legendary,100.0,0.0,Poison,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NULL,NULL,NULL,NULL,0.0,0.0,0,255,115,250,125,250,130,1125,255,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
38,891,Kubfu,Wushu Pokémon,NULL,NULL,Sub-Legendary,0.6,12.0,Fighting,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,NULL,NULL,87.5,12.5,0,60,90,60,53,50,72,385,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
39,892,Urshifu,Wushu Pokémon,NULL,NULL,Sub-Legendary,1.9,105.0,Fighting,Dark,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",NULL,NULL,NULL,NULL,87.5,12.5,0,100,130,100,63,60,97,550,3,Slow,1250000,No Eggs Discovered,NULL,120,38.0,Scroll of Darkness,S
40,892,Urshifu,Wushu Pokémon,Rapid Strike,39.0,Sub-Legendary,1.9,105.0,Fighting,Water,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",NULL,NULL,NULL,NULL,87.5,12.5,0,100,130,100,63,60,97,550,3,Slow,1250000,No Eggs Discovered,NULL,120,38.0,Scroll of Waters,S
1600,892,Urshifu,Wushu Pokémon,Gigantamax,39.0,Sub-Legendary,29.0,0.0,Fighting,Dark,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",NULL,NULL,NULL,NULL,87.5,12.5,0,100,130,100,63,60,97,550,3,Erratic,600000,No Eggs Discovered,NULL,5,NULL,NULL,S
1601,892,Urshifu,Wushu Pokémon,Rapid Strike Gigantamax,39.0,Sub-Legendary,29.0,0.0,Fighting,Water,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",NULL,NULL,NULL,NULL,87.5,12.5,0,100,130,100,63,60,97,550,3,Erratic,600000,No Eggs Discovered,NULL,5,NULL,NULL,S
1597,893,Zarude,Rogue Monkey Pokémon,NULL,NULL,Mythical,1.8,70.0,Dark,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,NULL,NULL,0.0,0.0,0,105,120,105,70,95,105,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1861,893,Zarude,Rogue Monkey Pokémon,Dada,1597.0,Mythical,1.8,70.0,Dark,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,NULL,NULL,0.0,0.0,0,105,120,105,70,95,105,600,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1598,894,Regieleki,Electron Pokémon,NULL,NULL,Sub-Legendary,1.2,145.0,Electric,NULL,Transistor,Powers up Electric-type moves.,NULL,NULL,NULL,NULL,0.0,0.0,35,80,100,50,100,50,200,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1599,895,Regidrago,Dragon Orb Pokémon,NULL,NULL,Sub-Legendary,2.1,200.0,Dragon,NULL,Dragon's Maw,Powers up Dragon-type moves.,NULL,NULL,NULL,NULL,0.0,0.0,35,200,100,50,100,50,80,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1602,896,Glastrier,Wild Horse Pokémon,NULL,NULL,Sub-Legendary,2.2,800.0,Ice,NULL,Chilling Neigh,"When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.",NULL,NULL,NULL,NULL,0.0,0.0,0,100,145,130,65,110,30,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1603,897,Spectrier,Swift Horse Pokémon,NULL,NULL,Sub-Legendary,2.0,44.5,Ghost,NULL,Grim Neigh,"When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Special Attack stat.",NULL,NULL,NULL,NULL,0.0,0.0,0,100,65,60,145,80,130,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
41,898,Calyrex,King Pokémon,NULL,NULL,Legendary,1.1,7.7,Psychic,Grass,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,NULL,NULL,0.0,0.0,0,100,80,80,80,80,80,500,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1604,898,Calyrex,High King Pokémon,Ice Rider,41.0,Legendary,1.1,7.7,Psychic,Ice,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,NULL,NULL,NULL,NULL,0.0,0.0,0,100,165,150,85,130,50,680,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1605,898,Calyrex,High King Pokémon,Shadow Rider,41.0,Legendary,1.1,7.7,Psychic,Ghost,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,NULL,NULL,NULL,NULL,0.0,0.0,0,100,85,80,165,100,150,680,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,S
1608,899,Wyrdeer,Big Horn Pokémon,NULL,NULL,NULL,1.8,95.1,Normal,Psychic,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,50.0,50.0,0,103,105,72,105,75,65,525,135,Slow,1250000,Field,NULL,20,358.0,Use Psyshield Bash 20 times in Agile Style in Hisui,D
1616,900,Kleavor,Axe Pokémon,NULL,NULL,NULL,1.8,89.0,Bug,Rock,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Sharpness,Powers up slicing moves.,50.0,50.0,0,70,130,95,45,75,85,500,115,Medium Fast,1000000,Bug,NULL,25,219.0,Black Augurite on Scyther in Hisui,E
1621,901,Ursaluna,Peat Pokémon,NULL,NULL,NULL,2.4,290.0,Ground,Normal,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,50.0,50.0,0,130,130,105,45,80,50,550,75,Medium Fast,1000000,Field,NULL,20,341.0,Peat Block During a Full Moon in Crimson Mirelands,A
1876,901,Ursaluna,Peat Pokémon,Bloodmoon,1621.0,NULL,2.4,290.0,Ground,Normal,Mind's Eye,"The Pokémon ignores changes to opponents' evasiveness, its accuracy can't be lowered, and it can hit Ghost types with Normal- and Fighting-type moves.",NULL,NULL,NULL,NULL,50.0,50.0,0,113,70,120,135,65,52,555,20,Medium Fast,1000000,Field,NULL,20,NULL,NULL,S
1622,902,Basculegion,Big Fish Pokémon,Female,1609.0,NULL,3.0,110.0,Water,Ghost,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,0.0,100.0,0,120,92,65,100,75,78,530,135,Medium Fast,1000000,Water 2,NULL,40,1623.0,Receive 294+ Recoil Damage Without Fainting,C
1609,902,Basculegion,Big Fish Pokémon,NULL,NULL,NULL,3.0,110.0,Water,Ghost,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,100.0,0.0,0,120,112,65,80,75,78,530,135,Medium Fast,1000000,Water 2,NULL,40,1623.0,Receive 294+ Recoil Damage Without Fainting,S
1631,903,Sneasler,Free Climb Pokémon,NULL,NULL,NULL,1.3,43.0,Fighting,Poison,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Poison Touch,May poison a target when the Pokémon makes contact.,50.0,50.0,0,80,130,60,40,80,120,510,135,Medium Slow,1059860,Field,NULL,20,1630.0,Razor Claw During the Day,S
1626,904,Overqwil,Pin Cluster Pokémon,NULL,NULL,NULL,2.5,60.5,Dark,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,0,85,115,95,65,65,85,510,135,Medium Fast,1000000,Water 2,NULL,20,1625.0,Use Barb Barrage 20 times in Strong Style In Hisui,D
1635,905,Enamorus,Love-Hate Pokémon,NULL,NULL,Sub-Legendary,1.6,48.0,Fairy,Flying,Healer,Sometimes heals an ally's status condition.,NULL,NULL,Contrary,Makes stat changes have an opposite effect.,0.0,100.0,0,74,115,70,135,80,106,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,A
1636,905,Enamorus,Love-Hate Pokémon,Therian,1635.0,Sub-Legendary,1.6,48.0,Fairy,Flying,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,NULL,NULL,0.0,100.0,0,74,115,110,135,100,46,580,3,Slow,1250000,No Eggs Discovered,NULL,120,NULL,NULL,B
1642,906,Sprigatito,Grass Cat Pokémon,NULL,NULL,NULL,0.4,4.1,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Protean,Changes the Pokémon's type to the type of the move it's about to use.,87.5,12.5,50,40,61,54,45,45,65,310,45,Medium Slow,1059860,Field,Grass,20,NULL,NULL,F
1666,907,Floragato,Grass Cat Pokémon,NULL,NULL,NULL,0.9,12.2,Grass,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Protean,Changes the Pokémon's type to the type of the move it's about to use.,87.5,12.5,50,61,80,63,60,63,83,410,45,Medium Slow,1059860,Field,Grass,20,1642.0,Level 16,F
1667,908,Meowscarada,Magician Pokémon,NULL,NULL,NULL,1.5,31.2,Grass,Dark,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,Protean,Changes the Pokémon's type to the type of the move it's about to use.,87.5,12.5,50,76,110,70,81,70,123,530,45,Medium Slow,1059860,Field,Grass,20,1666.0,Level 36,A
1643,909,Fuecoco,Fire Croc Pokémon,NULL,NULL,NULL,0.4,4.1,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",87.5,12.5,50,67,45,59,63,40,36,310,45,Medium Slow,1059860,Field,NULL,20,NULL,NULL,F
1669,910,Crocalor,Fire Croc Pokémon,NULL,NULL,NULL,1.0,30.7,Fire,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",87.5,12.5,50,81,55,78,49,58,90,411,45,Medium Slow,1059860,Field,NULL,20,1643.0,Level 16,F
1670,911,Skeledirge,Singer Pokémon,NULL,NULL,NULL,1.6,326.5,Fire,Ghost,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NULL,NULL,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",87.5,12.5,50,104,75,100,110,75,66,530,45,Medium Slow,1059860,Field,NULL,20,1669.0,Level 36,C
1644,912,Quaxly,Duckling Pokémon,NULL,NULL,NULL,0.5,6.1,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",87.5,12.5,50,55,65,45,50,45,50,310,45,Medium Slow,1059860,Flying,Water 1,20,NULL,NULL,F
1674,913,Quaxwell,Practicing Pokémon,NULL,NULL,NULL,1.2,21.5,Water,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",87.5,12.5,50,70,85,65,65,60,65,410,45,Medium Slow,1059860,Flying,Water 1,20,1644.0,Level 16,F
1675,914,Quaquaval,Dancer Pokémon,NULL,NULL,NULL,1.8,61.9,Water,Fighting,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NULL,NULL,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",87.5,12.5,50,85,120,80,85,75,85,530,45,Medium Slow,1059860,Flying,Water 1,20,1674.0,Level 36,B
1649,915,Lechonk,Hog Pokémon,NULL,NULL,NULL,0.5,10.2,Normal,NULL,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",50.0,50.0,50,54,45,40,35,45,35,254,255,Medium Fast,1000000,Field,NULL,15,NULL,NULL,G
1676,916,Oinkologne,Hog Pokémon,NULL,NULL,NULL,1.0,120.0,Normal,NULL,Lingering Aroma,Contact with the Pokémon changes the attacker's Ability to Lingering Aroma.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",100.0,0.0,50,110,100,75,59,80,65,489,100,Medium Fast,1000000,Field,NULL,15,1649.0,Level 18,E
1677,916,Oinkologne,Hog Pokémon,Female,1676.0,NULL,1.0,120.0,Normal,NULL,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",0.0,100.0,50,115,90,70,59,90,65,489,100,Medium Fast,1000000,Field,NULL,15,1649.0,Level 18,E
1712,917,Tarountula,String Ball Pokémon,NULL,NULL,NULL,0.3,4.0,Bug,NULL,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,NULL,NULL,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,50.0,50.0,50,35,41,45,29,40,20,210,255,Erratic,600000,Bug,NULL,15,NULL,NULL,G
1713,918,Spidops,Trap Pokémon,NULL,NULL,NULL,1.0,16.5,Bug,NULL,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,NULL,NULL,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,50.0,50.0,50,60,79,92,52,86,35,404,120,Erratic,600000,Bug,NULL,15,1712.0,Level 15,F
1714,919,Nymble,Grasshopper Pokémon,NULL,NULL,NULL,0.2,1.0,Bug,NULL,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NULL,NULL,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",50.0,50.0,20,33,46,40,21,25,45,210,190,Medium Fast,1000000,Bug,NULL,20,NULL,NULL,G
1715,920,Lokix,Grasshopper Pokémon,NULL,NULL,NULL,1.0,17.5,Bug,Dark,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NULL,NULL,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",50.0,50.0,0,71,102,78,52,55,92,450,30,Medium Fast,1000000,Bug,NULL,20,1714.0,Level 24,E
1650,921,Pawmi,Mouse Pokémon,NULL,NULL,NULL,0.3,2.5,Electric,NULL,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,50.0,50.0,50,45,50,20,40,25,60,240,190,Medium Fast,1000000,Field,NULL,15,NULL,NULL,G
1698,922,Pawmo,Mouse Pokémon,NULL,NULL,NULL,0.4,6.5,Electric,Fighting,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,50.0,50.0,50,60,75,40,50,40,85,350,80,Medium Fast,1000000,Field,NULL,15,1650.0,Level 18,F
1699,923,Pawmot,Mouse Pokémon,NULL,NULL,NULL,0.9,41.0,Electric,Fighting,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,50.0,50.0,50,70,115,70,70,60,105,490,45,Medium Fast,1000000,Field,NULL,15,1698.0,After Walking 1000 Steps using Let's Go,E
1691,924,Tandemaus,Couple Pokémon,NULL,NULL,NULL,0.3,1.8,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",0.0,0.0,50,50,50,45,40,45,75,305,150,Fast,800000,Field,Fairy,10,NULL,NULL,F
1692,925,Maushold,Family Pokémon,NULL,NULL,NULL,0.3,2.8,Normal,NULL,Friend Guard,Reduces damage done to allies.,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Technician,Powers up the Pokémon's weaker moves.,0.0,0.0,50,74,75,70,65,75,111,470,75,Fast,800000,Field,Fairy,10,1691.0,Level 25 in a Fight,C
1760,925,Maushold,Family Pokémon,Family of Three,1692.0,NULL,0.3,2.3,Normal,NULL,Friend Guard,Reduces damage done to allies.,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Technician,Powers up the Pokémon's weaker moves.,0.0,0.0,50,74,75,70,65,75,111,470,75,Fast,800000,Field,Fairy,10,1691.0,Level 25 in a Fight,C
1653,926,Fidough,Puppy Pokémon,NULL,NULL,NULL,0.3,10.9,Fairy,NULL,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",NULL,NULL,Klutz,The Pokémon can't use any held items.,50.0,50.0,50,37,55,70,30,55,65,312,190,Medium Slow,1059860,Field,Mineral,20,NULL,NULL,F
1710,927,Dachsbun,Dog Pokémon,NULL,NULL,NULL,0.5,14.9,Fairy,NULL,Well-Baked Body,"Game's Text: The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",NULL,NULL,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,50.0,50.0,50,57,80,115,50,80,95,477,90,Medium Slow,1059860,Field,Mineral,20,1653.0,Level 26,E
1651,928,Smoliv,Olive Pokémon,NULL,NULL,NULL,0.3,6.5,Grass,Normal,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,NULL,NULL,Harvest,May create another Berry after one is used.,50.0,50.0,50,41,35,45,58,51,30,260,255,Medium Slow,1059860,Grass,NULL,20,NULL,NULL,G
1696,929,Dolliv,Olive Pokémon,NULL,NULL,NULL,0.6,11.9,Grass,Normal,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,NULL,NULL,Harvest,May create another Berry after one is used.,50.0,50.0,50,52,53,60,78,78,33,354,120,Medium Slow,1059860,Grass,NULL,20,1651.0,Level 25,F
1697,930,Arboliva,Olive Pokémon,NULL,NULL,NULL,1.4,48.2,Grass,Normal,Seed Sower,Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.,NULL,NULL,Harvest,May create another Berry after one is used.,50.0,50.0,50,78,69,90,125,109,39,510,45,Medium Slow,1059860,Grass,NULL,20,1696.0,Level 35,D
1734,931,Squawkabilly,Parrot Pokémon,NULL,NULL,NULL,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,50.0,50.0,50,82,96,51,45,51,92,417,190,Erratic,600000,Flying,NULL,15,NULL,NULL,F
1735,931,Squawkabilly,Parrot Pokémon,Blue Plumage,1734.0,NULL,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,50.0,50.0,50,82,96,51,45,51,92,417,190,Erratic,600000,Flying,NULL,15,NULL,NULL,F
1736,931,Squawkabilly,Parrot Pokémon,Yellow Plumage,1734.0,NULL,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,50.0,50.0,50,82,96,51,45,51,92,417,190,Erratic,600000,Flying,NULL,15,NULL,NULL,F
1737,931,Squawkabilly,Parrot Pokémon,White Plumage,1734.0,NULL,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,50.0,50.0,50,82,96,51,45,51,92,417,190,Erratic,600000,Flying,NULL,15,NULL,NULL,F
